Week,AwayTeamName,HomeTeamName,PointSpread,OverUnder,DateTimeUTC,NeutralVenue,TeamsConcatenated,ConferenceConcatenated
1,Alabama A&M Bulldogs,Vanderbilt Commodores,-24.4,37.5,2023-08-30T23:00:00,False,Alabama A&M Bulldogs vs Vanderbilt Commodores,Unknown
1,Army Black Knights,UL Monroe Warhawks,4.5,32.3,2023-08-30T23:00:00,False,Army Black Knights vs UL Monroe Warhawks,FBS Independents vs Sun Belt - West
1,New Mexico Lobos,Texas A&M Aggies,-26.5,33.7,2023-08-30T23:00:00,False,New Mexico Lobos vs Texas A&M Aggies,Mountain West vs SEC - West
1,Fresno State Bulldogs,Purdue Boilermakers,-3.1,32.3,2023-08-30T16:00:00,False,Fresno State Bulldogs vs Purdue Boilermakers,Mountain West vs Big Ten - West
1,Sam Houston Bearkats,BYU Cougars,-12.4,32.0,2023-08-31T02:15:00,False,Sam Houston Bearkats vs BYU Cougars,Conference USA vs Big 12
1,Florida Gators,Utah Utes,-3.8,30.6,2023-08-29T00:00:00,False,Florida Gators vs Utah Utes,SEC - East vs Pac-12
1,Louisiana Tech Bulldogs,SMU Mustangs,-14.4,45.4,2023-08-30T16:00:00,False,Louisiana Tech Bulldogs vs SMU Mustangs,Conference USA vs American Athletic
1,Tennessee Volunteers,Virginia Cavaliers,18.9,38.2,2023-08-30T16:00:00,True,Tennessee Volunteers vs Virginia Cavaliers,SEC - East vs Atlantic Coast
1,Incarnate Word Cardinals,UTEP Miners,-5.2,39.6,2023-08-31T01:00:00,False,Incarnate Word Cardinals vs UTEP Miners,Unknown
1,Buffalo Bulls,Wisconsin Badgers,-20.0,35.8,2023-08-30T19:30:00,False,Buffalo Bulls vs Wisconsin Badgers,Mid-American - East vs Big Ten - West
1,Middle Tennessee Blue Raiders,Alabama Crimson Tide,-26.8,35.8,2023-08-30T23:30:00,False,Middle Tennessee Blue Raiders vs Alabama Crimson Tide,Conference USA vs SEC - West
1,SE Louisiana Lions,Mississippi State Bulldogs,-22.7,42.3,2023-08-30T20:00:00,False,SE Louisiana Lions vs Mississippi State Bulldogs,Unknown
1,Toledo Rockets,Illinois Fighting Illini,-5.5,31.3,2023-08-30T23:30:00,False,Toledo Rockets vs Illinois Fighting Illini,Mid-American - West vs Big Ten - West
1,NC State Wolfpack,UConn Huskies,6.9,32.7,2023-08-28T23:30:00,False,NC State Wolfpack vs UConn Huskies,Atlantic Coast vs FBS Independents
1,LSU Tigers,Florida State Seminoles,0.9,38.9,2023-08-31T23:30:00,True,LSU Tigers vs Florida State Seminoles,SEC - West vs Atlantic Coast
1,UTEP Miners,Jacksonville State Gamecocks,0.7,37.5,2023-08-23T21:30:00,False,UTEP Miners vs Jacksonville State Gamecocks,Conference USA vs Conference USA
1,UT Martin Skyhawks,Georgia Bulldogs,-35.4,38.9,2023-08-30T22:00:00,False,UT Martin Skyhawks vs Georgia Bulldogs,Unknown
1,Western Carolina Catamounts,Arkansas Razorbacks,-25.8,41.6,2023-08-30T17:00:00,False,Western Carolina Catamounts vs Arkansas Razorbacks,Unknown
1,Ohio State Buckeyes,Indiana Hoosiers,21.0,40.6,2023-08-30T19:30:00,False,Ohio State Buckeyes vs Indiana Hoosiers,Big Ten - East vs Big Ten - East
1,Ball State Cardinals,Kentucky Wildcats,-17.5,33.4,2023-08-30T16:00:00,False,Ball State Cardinals vs Kentucky Wildcats,Mid-American - West vs SEC - East
1,South Florida Bulls,Western Kentucky Hilltoppers,-8.3,48.5,2023-08-30T19:30:00,False,South Florida Bulls vs Western Kentucky Hilltoppers,American Athletic vs Conference USA
1,Northern Arizona Lumberjacks,Arizona Wildcats,-19.6,41.6,2023-08-31T02:00:00,False,Northern Arizona Lumberjacks vs Arizona Wildcats,Unknown
1,Oregon State Beavers,San Jose State Spartans,6.6,38.9,2023-08-31T19:30:00,False,Oregon State Beavers vs San Jose State Spartans,Pac-12 vs Mountain West
1,Portland State Vikings,Oregon Ducks,-33.7,45.4,2023-08-30T19:00:00,False,Portland State Vikings vs Oregon Ducks,Unknown
1,California Golden Bears,North Texas Mean Green,2.1,36.5,2023-08-30T20:00:00,False,California Golden Bears vs North Texas Mean Green,Pac-12 vs American Athletic
1,Coastal Carolina Chanticleers,UCLA Bruins,-10.7,45.8,2023-08-31T02:30:00,False,Coastal Carolina Chanticleers vs UCLA Bruins,Sun Belt - East vs Pac-12
1,Colorado Buffaloes,TCU Horned Frogs,-14.4,43.3,2023-08-30T16:00:00,False,Colorado Buffaloes vs TCU Horned Frogs,Pac-12 vs Big 12
1,Boise State Broncos,Washington Huskies,-9.6,40.2,2023-08-30T19:30:00,False,Boise State Broncos vs Washington Huskies,Mountain West vs Pac-12
1,San Jose State Spartans,USC Trojans,-21.3,45.8,2023-08-24T00:00:00,False,San Jose State Spartans vs USC Trojans,Mountain West vs Pac-12
1,Nevada Wolf Pack,USC Trojans,-26.1,43.0,2023-08-30T22:30:00,False,Nevada Wolf Pack vs USC Trojans,Mountain West vs Pac-12
1,Washington State Cougars,Colorado State Rams,4.5,37.2,2023-08-30T23:00:00,False,Washington State Cougars vs Colorado State Rams,Pac-12 vs Mountain West
1,Stanford Cardinal,Hawaii Rainbow Warriors,0.9,37.5,2023-08-30T03:00:00,False,Stanford Cardinal vs Hawaii Rainbow Warriors,Pac-12 vs Mountain West
1,Southern Utah Thunderbirds,Arizona State Sun Devils,-24.1,42.0,2023-08-29T02:00:00,False,Southern Utah Thunderbirds vs Arizona State Sun Devils,Unknown
1,UMass Minutemen,New Mexico State Aggies,-4.8,31.0,2023-08-23T23:00:00,False,UMass Minutemen vs New Mexico State Aggies,FBS Independents vs Conference USA
1,Navy Midshipmen,Notre Dame Fighting Irish,-14.4,34.1,2023-08-23T18:30:00,True,Navy Midshipmen vs Notre Dame Fighting Irish,American Athletic vs FBS Independents
1,Tennessee State Tigers,Notre Dame Fighting Irish,-32.0,37.5,2023-08-30T19:30:00,False,Tennessee State Tigers vs Notre Dame Fighting Irish,Unknown
1,Northern Illinois Huskies,Boston College Eagles,-6.2,34.7,2023-08-30T16:00:00,False,Northern Illinois Huskies vs Boston College Eagles,Mid-American - West vs Atlantic Coast
1,Clemson Tigers,Duke Blue Devils,5.7,37.5,2023-09-02T00:00:00,False,Clemson Tigers vs Duke Blue Devils,Atlantic Coast vs Atlantic Coast
1,Elon Phoenix,Wake Forest Demon Deacons,-22.7,37.2,2023-08-28T23:00:00,False,Elon Phoenix vs Wake Forest Demon Deacons,Unknown
1,Colgate Raiders,Syracuse Orange,-27.2,34.4,2023-08-30T20:00:00,False,Colgate Raiders vs Syracuse Orange,Unknown
1,Wofford Terriers,Pittsburgh Panthers,-25.1,33.7,2023-08-30T19:30:00,False,Wofford Terriers vs Pittsburgh Panthers,Unknown
1,Miami (OH) RedHawks,Miami Hurricanes,-11.4,31.0,2023-08-29T23:00:00,False,Miami (OH) RedHawks vs Miami Hurricanes,Mid-American - East vs Atlantic Coast
1,Old Dominion Monarchs,Virginia Tech Hokies,-11.4,33.0,2023-08-31T00:00:00,False,Old Dominion Monarchs vs Virginia Tech Hokies,Sun Belt - East vs Atlantic Coast
1,Louisville Cardinals,Georgia Tech Yellow Jackets,3.3,34.1,2023-08-29T23:30:00,True,Louisville Cardinals vs Georgia Tech Yellow Jackets,Atlantic Coast vs Atlantic Coast
1,Central Arkansas Bears,Oklahoma State Cowboys,-18.6,40.9,2023-08-30T23:00:00,False,Central Arkansas Bears vs Oklahoma State Cowboys,Unknown
1,Arkansas State Red Wolves,Oklahoma Sooners,-25.1,39.6,2023-08-30T16:00:00,False,Arkansas State Red Wolves vs Oklahoma Sooners,Sun Belt - West vs Big 12
1,Kent State Golden Flashes,UCF Knights,-24.1,37.2,2023-08-28T23:00:00,False,Kent State Golden Flashes vs UCF Knights,Mid-American - East vs Big 12
1,Eastern Kentucky Colonels,Cincinnati Bearcats,-15.5,39.9,2023-08-30T19:30:00,False,Eastern Kentucky Colonels vs Cincinnati Bearcats,Unknown
1,Missouri State Bears,Kansas Jayhawks,-22.4,42.0,2023-08-30T00:00:00,False,Missouri State Bears vs Kansas Jayhawks,Unknown
1,Southeast Missouri State Redhawks,Kansas State Wildcats,-19.6,38.5,2023-08-30T23:00:00,False,Southeast Missouri State Redhawks vs Kansas State Wildcats,Unknown
1,Texas State Bobcats,Baylor Bears,-18.9,40.6,2023-08-30T23:00:00,False,Texas State Bobcats vs Baylor Bears,Sun Belt - West vs Big 12
1,UTSA Roadrunners,Houston Cougars,0.9,40.9,2023-08-30T23:00:00,False,UTSA Roadrunners vs Houston Cougars,American Athletic vs Big 12
1,Rice Owls,Texas Longhorns,-24.1,40.6,2023-08-30T19:30:00,False,Rice Owls vs Texas Longhorns,American Athletic vs Big 12
1,Texas Tech Red Raiders,Wyoming Cowboys,6.6,35.1,2023-08-31T00:50:00,False,Texas Tech Red Raiders vs Wyoming Cowboys,Big 12 vs Mountain West
1,Northern Iowa Panthers,Iowa State Cyclones,-4.8,27.9,2023-08-30T18:00:00,False,Northern Iowa Panthers vs Iowa State Cyclones,Unknown
1,Arkansas-Pine Bluff Golden Lions,Tulsa Golden Hurricane,-28.2,36.1,2023-08-29T00:00:00,False,Arkansas-Pine Bluff Golden Lions vs Tulsa Golden Hurricane,Unknown
1,Akron Zips,Temple Owls,-6.5,37.8,2023-08-30T18:00:00,False,Akron Zips vs Temple Owls,Mid-American - East vs American Athletic
1,Monmouth Hawks,Florida Atlantic Owls,-16.9,39.2,2023-08-30T22:00:00,False,Monmouth Hawks vs Florida Atlantic Owls,Unknown
1,Bethune-Cookman Wildcats,Memphis Tigers,-33.0,40.9,2023-08-30T23:00:00,False,Bethune-Cookman Wildcats vs Memphis Tigers,Unknown
1,South Carolina State Bulldogs,Charlotte 49ers,-17.5,30.6,2023-08-30T22:00:00,False,South Carolina State Bulldogs vs Charlotte 49ers,Unknown
1,South Alabama Jaguars,Tulane Green Wave,-4.1,35.1,2023-08-31T00:00:00,False,South Alabama Jaguars vs Tulane Green Wave,Sun Belt - West vs American Athletic
1,North Carolina A&T Aggies,UAB Blazers,-16.5,32.0,2023-08-29T00:00:00,False,North Carolina A&T Aggies vs UAB Blazers,Unknown
1,Gardner-Webb Bulldogs,Appalachian State Mountaineers,-15.1,35.4,2023-08-30T19:30:00,False,Gardner-Webb Bulldogs vs Appalachian State Mountaineers,Unknown
1,Rhode Island Rams,Georgia State Panthers,-13.1,42.7,2023-08-28T23:00:00,False,Rhode Island Rams vs Georgia State Panthers,Unknown
1,Bucknell Bison,James Madison Dukes,-32.3,36.8,2023-08-30T22:00:00,False,Bucknell Bison vs James Madison Dukes,Unknown
1,Alcorn State Braves,Southern Miss Golden Eagles,-16.5,32.3,2023-08-30T23:00:00,False,Alcorn State Braves vs Southern Miss Golden Eagles,Unknown
1,Stephen F. Austin Lumberjacks,Troy Trojans,-17.2,33.4,2023-08-30T23:00:00,False,Stephen F. Austin Lumberjacks vs Troy Trojans,Unknown
1,Albany Great Danes,Marshall Thundering Herd,-15.5,32.3,2023-08-30T22:00:00,False,Albany Great Danes vs Marshall Thundering Herd,Unknown
1,The Citadel Bulldogs,Georgia Southern Eagles,-23.4,37.2,2023-08-30T22:00:00,False,The Citadel Bulldogs vs Georgia Southern Eagles,Unknown
1,Northwestern State Demons,Louisiana Ragin Cajuns,-24.1,37.5,2023-08-31T00:30:00,False,Northwestern State Demons vs Louisiana Ragin Cajuns,Unknown
1,Long Island University Sharks,Ohio Bobcats,-24.8,40.6,2023-08-30T16:00:00,False,Long Island University Sharks vs Ohio Bobcats,Unknown
1,Ohio Bobcats,San Diego State Aztecs,-1.7,34.1,2023-08-23T23:00:00,False,Ohio Bobcats vs San Diego State Aztecs,Mid-American - East vs Mountain West
1,Howard Bison,Eastern Michigan Eagles,-14.1,38.2,2023-08-29T22:30:00,False,Howard Bison vs Eastern Michigan Eagles,Unknown
1,St. Francis (PA) Red Flash,Western Michigan Broncos,-9.3,39.9,2023-08-28T23:00:00,False,St. Francis (PA) Red Flash vs Western Michigan Broncos,Unknown
1,Robert Morris Colonials,Air Force Falcons,-31.6,37.8,2023-08-30T17:00:00,False,Robert Morris Colonials vs Air Force Falcons,Unknown
1,Idaho State Bengals,San Diego State Aztecs,-23.7,34.1,2023-08-31T02:30:00,False,Idaho State Bengals vs San Diego State Aztecs,Unknown
1,Bryant Bulldogs,UNLV Rebels,-11.7,45.4,2023-08-30T20:00:00,False,Bryant Bulldogs vs UNLV Rebels,Unknown
1,East Tennessee State Buccaneers,Jacksonville State Gamecocks,-13.1,37.5,2023-08-30T18:00:00,False,East Tennessee State Buccaneers vs Jacksonville State Gamecocks,Unknown
2,Charlotte 49ers,Maryland Terrapins,-36.1,75.8,2023-09-12T23:30:00,False,Charlotte 49ers vs Maryland Terrapins,American Athletic vs Big Ten - East
2,Richmond Spiders,Michigan State Spartans,,,2023-09-12T19:30:00,False,Richmond Spiders vs Michigan State Spartans,Unknown
2,UNLV Rebels,Michigan Wolverines,-53.0,84.6,2023-09-12T19:30:00,False,UNLV Rebels vs Michigan Wolverines,Mountain West vs Big Ten - East
2,Eastern Michigan Eagles,Minnesota Golden Gophers,-30.9,70.7,2023-09-12T23:30:00,False,Eastern Michigan Eagles vs Minnesota Golden Gophers,Mid-American - West vs Big Ten - West
2,Middle Tennessee Blue Raiders,Missouri Tigers,-30.2,69.9,2023-09-12T23:00:00,False,Middle Tennessee Blue Raiders vs Missouri Tigers,Conference USA vs SEC - East
2,Vanderbilt Commodores,Wake Forest Demon Deacons,-15.5,84.6,2023-09-12T15:00:00,False,Vanderbilt Commodores vs Wake Forest Demon Deacons,SEC - East vs Atlantic Coast
2,Temple Owls,Rutgers Scarlet Knights,,,2023-09-12T23:30:00,False,Temple Owls vs Rutgers Scarlet Knights,American Athletic vs Big Ten - East
2,Youngstown State Penguins,Ohio State Buckeyes,,,2023-09-12T16:00:00,False,Youngstown State Penguins vs Ohio State Buckeyes,Unknown
2,Delaware Blue Hens,Penn State Nittany Lions,,,2023-09-12T16:00:00,False,Delaware Blue Hens vs Penn State Nittany Lions,Unknown
2,North Texas Mean Green,Florida International Panthers,18.4,76.5,2023-09-12T22:30:00,False,North Texas Mean Green vs Florida International Panthers,American Athletic vs Conference USA
2,UConn Huskies,Georgia State Panthers,-4.4,80.2,2023-09-12T23:00:00,False,UConn Huskies vs Georgia State Panthers,FBS Independents vs Sun Belt - East
2,Illinois Fighting Illini,Kansas Jayhawks,-4.4,83.2,2023-09-11T23:30:00,False,Illinois Fighting Illini vs Kansas Jayhawks,Big Ten - West vs Big 12
2,New Mexico State Aggies,Liberty Flames,-15.5,78.8,2023-09-12T22:00:00,False,New Mexico State Aggies vs Liberty Flames,Conference USA vs Conference USA
2,Northwestern State Demons,Louisiana Tech Bulldogs,,,2023-09-12T23:00:00,False,Northwestern State Demons vs Louisiana Tech Bulldogs,Unknown
2,Texas A&M Aggies,Miami Hurricanes,9.8,75.8,2023-09-12T19:30:00,False,Texas A&M Aggies vs Miami Hurricanes,SEC - West vs Atlantic Coast
2,Auburn Tigers,California Golden Bears,14.1,81.0,2023-09-13T02:30:00,False,Auburn Tigers vs California Golden Bears,SEC - West vs Pac-12
2,Air Force Falcons,Sam Houston Bearkats,20.6,55.2,2023-09-13T00:00:00,True,Air Force Falcons vs Sam Houston Bearkats,Mountain West vs Conference USA
2,Furman Paladins,South Carolina Gamecocks,,,2023-09-12T23:30:00,False,Furman Paladins vs South Carolina Gamecocks,Unknown
2,Purdue Boilermakers,Virginia Tech Hokies,-4.4,73.6,2023-09-12T16:00:00,False,Purdue Boilermakers vs Virginia Tech Hokies,Big Ten - West vs Atlantic Coast
2,Austin Peay Governors,Tennessee Volunteers,,,2023-09-12T21:00:00,False,Austin Peay Governors vs Tennessee Volunteers,Unknown
2,Wisconsin Badgers,Washington State Cougars,14.1,86.8,2023-09-12T23:30:00,False,Wisconsin Badgers vs Washington State Cougars,Big Ten - West vs Pac-12
2,Ole Miss Rebels,Tulane Green Wave,11.0,95.7,2023-09-12T19:30:00,False,Ole Miss Rebels vs Tulane Green Wave,SEC - West vs American Athletic
2,Jacksonville State Gamecocks,Coastal Carolina Chanticleers,-19.9,85.4,2023-09-12T23:00:00,False,Jacksonville State Gamecocks vs Coastal Carolina Chanticleers,Conference USA vs Sun Belt - East
2,Texas Longhorns,Alabama Crimson Tide,-11.0,80.2,2023-09-12T23:00:00,False,Texas Longhorns vs Alabama Crimson Tide,Big 12 vs SEC - West
2,Arizona Wildcats,Mississippi State Bulldogs,-13.2,89.1,2023-09-12T23:30:00,False,Arizona Wildcats vs Mississippi State Bulldogs,Pac-12 vs SEC - West
2,Delaware State Hornets,Army Black Knights,,,2023-09-12T16:00:00,False,Delaware State Hornets vs Army Black Knights,Unknown
2,Nebraska Cornhuskers,Colorado Buffaloes,-5.2,87.6,2023-09-12T16:00:00,False,Nebraska Cornhuskers vs Colorado Buffaloes,Big Ten - West vs Pac-12
2,McNeese Cowboys,Florida Gators,,,2023-09-12T23:30:00,False,McNeese Cowboys vs Florida Gators,Unknown
2,Ball State Cardinals,Georgia Bulldogs,-61.8,77.3,2023-09-12T16:00:00,False,Ball State Cardinals vs Georgia Bulldogs,Mid-American - West vs SEC - East
2,Iowa Hawkeyes,Iowa State Cyclones,8.7,53.7,2023-09-12T19:30:00,False,Iowa Hawkeyes vs Iowa State Cyclones,Big Ten - West vs Big 12
2,UTEP Miners,Northwestern Wildcats,3.3,56.7,2023-09-12T19:30:00,False,UTEP Miners vs Northwestern Wildcats,Conference USA vs Big Ten - West
2,Kent State Golden Flashes,Arkansas Razorbacks,-55.2,83.9,2023-09-12T20:00:00,False,Kent State Golden Flashes vs Arkansas Razorbacks,Mid-American - East vs SEC - West
2,Indiana State Sycamores,Indiana Hoosiers,,,2023-09-11T23:00:00,False,Indiana State Sycamores vs Indiana Hoosiers,Unknown
2,Eastern Kentucky Colonels,Kentucky Wildcats,-45.6,81.7,2023-09-12T19:00:00,False,Eastern Kentucky Colonels vs Kentucky Wildcats,Unknown
2,Houston Christian Huskies,Western Kentucky Hilltoppers,-58.1,89.1,2023-09-12T23:00:00,False,Houston Christian Huskies vs Western Kentucky Hilltoppers,Unknown
2,Grambling Tigers,LSU Tigers,,,2023-09-12T23:30:00,False,Grambling Tigers vs LSU Tigers,Unknown
2,UC Davis Aggies,Oregon State Beavers,,,2023-09-13T01:00:00,False,UC Davis Aggies vs Oregon State Beavers,Unknown
2,UCLA Bruins,San Diego State Aztecs,21.3,71.4,2023-09-12T23:30:00,False,UCLA Bruins vs San Diego State Aztecs,Pac-12 vs Mountain West
2,Utah Utes,Baylor Bears,11.0,69.9,2023-09-12T16:00:00,False,Utah Utes vs Baylor Bears,Pac-12 vs Big 12
2,Tulsa Golden Hurricane,Washington Huskies,-50.0,94.9,2023-09-12T21:00:00,False,Tulsa Golden Hurricane vs Washington Huskies,American Athletic vs Pac-12
2,Oregon Ducks,Texas Tech Red Raiders,14.1,99.4,2023-09-12T23:00:00,False,Oregon Ducks vs Texas Tech Red Raiders,Pac-12 vs Big 12
2,Stanford Cardinal,USC Trojans,-43.4,102.3,2023-09-13T02:30:00,False,Stanford Cardinal vs USC Trojans,Pac-12 vs Pac-12
2,Oklahoma State Cowboys,Arizona State Sun Devils,7.6,77.3,2023-09-13T02:30:00,False,Oklahoma State Cowboys vs Arizona State Sun Devils,Big 12 vs Pac-12
2,Notre Dame Fighting Irish,NC State Wolfpack,11.0,75.1,2023-09-12T16:00:00,False,Notre Dame Fighting Irish vs NC State Wolfpack,FBS Independents vs Atlantic Coast
2,Holy Cross Crusaders,Boston College Eagles,,,2023-09-12T16:00:00,False,Holy Cross Crusaders vs Boston College Eagles,Unknown
2,Lafayette Leopards,Duke Blue Devils,,,2023-09-12T22:00:00,False,Lafayette Leopards vs Duke Blue Devils,Unknown
2,Appalachian State Mountaineers,North Carolina Tar Heels,-26.5,85.4,2023-09-12T21:15:00,False,Appalachian State Mountaineers vs North Carolina Tar Heels,Sun Belt - East vs Atlantic Coast
2,Western Michigan Broncos,Syracuse Orange,-34.6,82.4,2023-09-12T19:30:00,False,Western Michigan Broncos vs Syracuse Orange,Mid-American - West vs Atlantic Coast
2,Cincinnati Bearcats,Pittsburgh Panthers,-11.0,69.2,2023-09-12T22:30:00,False,Cincinnati Bearcats vs Pittsburgh Panthers,Big 12 vs Atlantic Coast
2,Charleston Southern Buccaneers,Clemson Tigers,,,2023-09-12T18:15:00,False,Charleston Southern Buccaneers vs Clemson Tigers,Unknown
2,James Madison Dukes,Virginia Cavaliers,13.0,59.6,2023-09-12T16:00:00,False,James Madison Dukes vs Virginia Cavaliers,Sun Belt - East vs Atlantic Coast
2,Southern Miss Golden Eagles,Florida State Seminoles,-45.6,77.3,2023-09-13T00:30:00,False,Southern Miss Golden Eagles vs Florida State Seminoles,Sun Belt - West vs Atlantic Coast
2,South Carolina State Bulldogs,Georgia Tech Yellow Jackets,,,2023-09-12T17:00:00,False,South Carolina State Bulldogs vs Georgia Tech Yellow Jackets,Unknown
2,Murray State Racers,Louisville Cardinals,-58.9,79.5,2023-09-10T23:30:00,False,Murray State Racers vs Louisville Cardinals,Unknown
2,SMU Mustangs,Oklahoma Sooners,-25.0,100.8,2023-09-12T22:00:00,False,SMU Mustangs vs Oklahoma Sooners,American Athletic vs Big 12
2,Troy Trojans,Kansas State Wildcats,-24.3,75.1,2023-09-12T16:00:00,False,Troy Trojans vs Kansas State Wildcats,Sun Belt - West vs Big 12
2,Houston Cougars,Rice Owls,14.7,77.3,2023-09-12T23:00:00,False,Houston Cougars vs Rice Owls,Big 12 vs American Athletic
2,Southern Utah Thunderbirds,BYU Cougars,,,2023-09-12T19:00:00,False,Southern Utah Thunderbirds vs BYU Cougars,Unknown
2,Nicholls Colonels,TCU Horned Frogs,,,2023-09-13T00:00:00,False,Nicholls Colonels vs TCU Horned Frogs,Unknown
2,Duquesne Dukes,West Virginia Mountaineers,,,2023-09-12T22:00:00,False,Duquesne Dukes vs West Virginia Mountaineers,Unknown
2,UCF Knights,Boise State Broncos,7.6,84.6,2023-09-12T23:00:00,False,UCF Knights vs Boise State Broncos,Big 12 vs Mountain West
2,Miami (OH) RedHawks,UMass Minutemen,10.3,64.8,2023-09-12T19:30:00,False,Miami (OH) RedHawks vs UMass Minutemen,Mid-American - East vs FBS Independents
2,Marshall Thundering Herd,East Carolina Pirates,6.5,65.5,2023-09-12T20:00:00,False,Marshall Thundering Herd vs East Carolina Pirates,Sun Belt - East vs American Athletic
2,Memphis Tigers,Arkansas State Red Wolves,31.6,86.1,2023-09-12T23:00:00,False,Memphis Tigers vs Arkansas State Red Wolves,American Athletic vs Sun Belt - West
2,Ohio Bobcats,Florida Atlantic Owls,-6.6,90.5,2023-09-12T22:00:00,False,Ohio Bobcats vs Florida Atlantic Owls,Mid-American - East vs American Athletic
2,Wagner Seahawks,Navy Midshipmen,,,2023-09-12T19:30:00,False,Wagner Seahawks vs Navy Midshipmen,Unknown
2,Texas State Bobcats,UTSA Roadrunners,-18.4,98.6,2023-09-12T19:30:00,False,Texas State Bobcats vs UTSA Roadrunners,Sun Belt - West vs American Athletic
2,UAB Blazers,Georgia Southern Eagles,-11.0,87.6,2023-09-12T22:00:00,False,UAB Blazers vs Georgia Southern Eagles,American Athletic vs Sun Belt - East
2,Florida A&M Rattlers,South Florida Bulls,,,2023-09-12T23:00:00,False,Florida A&M Rattlers vs South Florida Bulls,Unknown
2,Lamar Cardinals,UL Monroe Warhawks,,,2023-09-13T00:00:00,False,Lamar Cardinals vs UL Monroe Warhawks,Unknown
2,Louisiana Ragin Cajuns,Old Dominion Monarchs,13.0,75.8,2023-09-12T22:00:00,False,Louisiana Ragin Cajuns vs Old Dominion Monarchs,Sun Belt - West vs Sun Belt - East
2,SE Louisiana Lions,South Alabama Jaguars,,,2023-09-12T21:00:00,False,SE Louisiana Lions vs South Alabama Jaguars,Unknown
2,Eastern Illinois Panthers,Bowling Green Falcons,,,2023-09-12T18:00:00,False,Eastern Illinois Panthers vs Bowling Green Falcons,Unknown
2,Morgan State Bears,Akron Zips,,,2023-09-12T22:00:00,False,Morgan State Bears vs Akron Zips,Unknown
2,Fordham Rams,Buffalo Bulls,,,2023-09-12T22:00:00,False,Fordham Rams vs Buffalo Bulls,Unknown
2,New Hampshire Wildcats,Central Michigan Chippewas,,,2023-09-12T17:30:00,False,New Hampshire Wildcats vs Central Michigan Chippewas,Unknown
2,Southern Illinois Salukis,Northern Illinois Huskies,,,2023-09-12T19:30:00,False,Southern Illinois Salukis vs Northern Illinois Huskies,Unknown
2,Texas Southern Tigers,Toledo Rockets,,,2023-09-12T19:30:00,False,Texas Southern Tigers vs Toledo Rockets,Unknown
2,Tennessee Tech Golden Eagles,New Mexico Lobos,,,2023-09-13T00:00:00,False,Tennessee Tech Golden Eagles vs New Mexico Lobos,Unknown
2,Cal Poly Mustangs,San Jose State Spartans,,,2023-09-12T20:00:00,False,Cal Poly Mustangs vs San Jose State Spartans,Unknown
